# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGID	COGIDS	BORID	CONCEPT_IN_SOURCE
7129	Nanga	SEW	kó:	kó:	k ⁵/oː	1692	3565	0	
7130	Penange	SEW	kwé:	kwé:	k w ⁵/eː	1697	3565	0	
7131	PergeTegu	SEW	pɛ́:	pɛ́:	p ⁵/ɛː	1698	3573	0	
7132	TiranigeDiga	SEW	kó:	kó:	k ⁵/oː	1692	3565	0	
7133	TomoKan	SEW	ʔàlí	ʔàlí	ʔ ¹/a l ⁵/i	1700	3577	0	
7134	SonghaiSenni	SEW	tá:	tá:	t ⁵/aː	3791	5405	5781	
7135	Jamsay	SEW	ájárá	ájárá	⁵/a dʒ ⁵/a + r ⁵/a	1696	3571 3564	5781	
7136	ToroSo	SEW	lɔ́lɔ́ː θɛ̀	lɔ́lɔ́ː θɛ̀	l ¹/ɔ l ⁵/ɔː + θ ¹/ɛ	1701	3578 3579	0	
7137	ToroSo	SEW	ájárà	ájárà	⁵/a dʒ ⁵/a + r ¹/a	1695	3571 3564	0	
7138	BonduSo	SEW	kóy	kóy	k ⁵/o j	1692	3566	0	
#
7139	SonghaiSenni	SHARP	kâ:n	kâ:n	k ⁵¹/aː n	3792	3583	0	
7140	SonghaiSenni	SHARP	kà:n-ò	kà:n-ò	k ¹/aː n + ¹/o	3792	3583 3598	0	
7141	TomoKan	SHARP	ɛ̀lɛ̀lú wɔ̀	ɛ̀lɛ̀lú_wɔ̀	¹/ɛ l ¹/ɛ l ⁵/u + w ¹/ɔ	1712	3595 3596	0	
7142	ToroTegu	SHARP	lìsí	lìsí	l ¹/i s ⁵/i	1706	3597	5803	
7143	BenTey	SHARP	yágùm, ɛ́rù-m	yágùm	j ⁵/a ɡ ¹/u + m	1704	3581 4848	0	
7144	BankanTey	SHARP	ɛ́rùm	ɛ́rùm	⁵/ɛ r ¹/u + m	1703	3580 4848	5797	
7145	Nanga	SHARP	ɛ́rî	ɛ́rî	⁵/ɛ r ⁵¹/i	1703	3580	5797	
7146	PergeTegu	SHARP	érù	érù	⁵/e r ¹/u	1703	3580	5797	
7147	Gourou	SHARP	ɲéyⁿ	ɲéyⁿ	ɲ ⁵/e ∼/j	1708	3588	0	
7148	TogoKan	SHARP	ɲí:ɲí	ɲí:ɲí	ɲ ⁵/iː ɲ ⁵/i	1711	3591	0	
7149	YornoSo	SHARP	ɛ̂:l ~ ɛ́lɛ̀l	ɛ̂:l	⁵¹/ɛː l	1705	3580	0	
7150	TommoSo	SHARP	ɛ́lɛ́lú, yágárú	ɛ́lɛ́lú	⁵/ɛ l ⁵/ɛ + l ⁵/u	1705	3580 3594	0	
7151	DogulDom	SHARP	síyɔ̀-ŋ̀	síyɔ̀-ŋ̀	s ⁵/i j ¹/ɔ + ŋ	1707	3584 3585	0	
7152	YandaDom	SHARP	sǐ:ⁿ	sǐ:ⁿ	s ĩ:	1710	3584	0	
7153	BonduSo	SHARP	ɛ̀lí-yè	ɛ̀lí-yè	¹/ɛ l ⁵/i + j ¹/e	1705	3580 3582	0	
7154	Bunoge	SHARP	dɛ̀njì (also 'sweet')	dɛ̀njì	d ¹/ɛ ⁿdʒ ¹/i	1706	332	5803	
7155	DonnoSo	SHARP	sìndú	sìndú	s ¹/i ⁿd ⁵/u	1706	3584	5803	
7156	TiranigeDiga	SHARP	ní:njí (also 'sweet')	ní:njí	n ⁵/iː ⁿdʒ ⁵/i	1711	3593	0	
7157	Mombo	SHARP	ɲá:ɲá: kánní	ɲá:ɲá:_kánní	ɲ ⁵/aː ɲ ⁵/aː + k ⁵/a n n ⁵/i	1709	3591 3592	0	
7158	Penange	SHARP	nsì:ⁿ	nsì:ⁿ	n s ĩ:	1710	3584	0	
7159	Bangime	SHARP	dérí (2)	dérí	d ⁵/e r ⁵/i	2541	331	5797	
7160	Fulfulde	SHARP	mbeleendi	mbeleendi	ⁿb e l eː + ⁿd i	218	3586 3587	0	
7161	Jenaama	SHARP	lɔ̄g-dēmō	lɔ̄g-dēmō	l ³/ɔ ɡ + d ³/e m ³/o	3266	3589 3590	0	
7162	Jamsay	SHARP	érù	érù	⁵/e r ¹/u	1703	3580	5797	
7163	BozoDebo	SHARP	daⁿaⁿdeⁿ	daⁿaⁿdeⁿ	d ∼/ãː d ẽ	3265	3579	5803	
7164	BozoHainyaxo	SHARP	luguliɛ	luguliɛ	l u ɡ u l i ɛ	3264	3579	0	
7165	BozoKorondougounord	SHARP	laⁿaⁿdeuⁿ	laⁿaⁿdeuⁿ	l ∼/ãː d e ũ	3265	3579	5803	
7166	BozoKorondougousud	SHARP	loguⁿdeuⁿ	loguⁿdeuⁿ	l o ɡ ũ d e ũ	3264	3579	0	
7167	BozoKotya	SHARP	guⁿde	guⁿde	ɡ ũ d e	3265	333	5803	
7168	BozoPondorinord	SHARP	lɔⁿɔⁿdi	lɔⁿɔⁿdi	l ɔ̃ː d i	3265	3579	5803	
7169	BozoPondorisud	SHARP	doⁿoⁿdeⁿ	doⁿoⁿdeⁿ	d õ: d ẽ	3265	3579	5803	
7170	BozoTieyaxo	SHARP	laⁿaⁿde	laⁿaⁿde	l ∼/ãː d e	3265	3579	5803	
7171	BozoTiemaCewe	SHARP	laⁿaⁿdi	laⁿaⁿdi	l ∼/ãː d i	3265	3579	5803	
7172	BonduSo	SHARP	ɛ̀lí	ɛ̀lí	¹/ɛ l ⁵/i	1705	3580	0	
#
7173	BankanTey	SHEEP	pɛ̀rɛ̌-m	pɛ̀rɛ̌-m	p ¹/ɛ r ¹⁵/ɛ + m	1713	3602 3603	0	
7174	Bunoge	SHEEP	ʔálámà	ʔálámà	ʔ ⁵/a l ⁵/a + m ¹/a	1715	3605 3606	0	
7175	DogulDom	SHEEP	pésgè	pésgè	p ⁵/e s + ɡ ¹/e	1714	3602 3604	0	
7176	Gourou	SHEEP	pé:zú	pé:zú	p ⁵/eː z ⁵/u	1716	3602	5833	
7177	BonduSo	SHEEP	pɛ̀gɛ́	pɛ̀gɛ́	p ¹/ɛ + ɡ ⁵/ɛ	1714	3602 3604	0	
7178	Nanga	SHEEP	pɛ̀rgɛ́	pɛ̀rgɛ́	p ¹/ɛ r + ɡ ⁵/ɛ	1714	3602 3604	0	
7179	TebulUre	SHEEP	péddè	péddè	p ⁵/e d + d ¹/e	1719	3602 3612	0	
7180	TogoKan	SHEEP	péjú	péjú	p ⁵/e dʒ ⁵/u	1716	3602	5833	
7181	TommoSo	SHEEP	pédú	pédú	p ⁵/e d ⁵/u	1716	3602	5833	
7182	YandaDom	SHEEP	pɛ̀:	pɛ̀:	p ¹/ɛː	1716	3602	5833	
7183	DonnoSo	SHEEP	pédù	pédù	p ⁵/e d ¹/u	1716	3602	5833	
7184	Jamsay	SHEEP	pé:jú	pé:jú	p ⁵/eː dʒ ⁵/u	1716	3602	5833	
7185	Mombo	SHEEP	ánnà	ánnà	⁵/a n n ¹/a	1717	3607	0	
7186	Penange	SHEEP	àlàmùnɔ̀_y	àlàmùnɔ̀_y	¹/a l ¹/a m ¹/u n ¹/ɔ + j	1718	3608 3609	0	
7187	TiranigeDiga	SHEEP	ámbá ~ á:ná	ámbá	⁵/a ⁿb ⁵/a	1715	3600	0	
7188	Bangime	SHEEP	ŋámbárà	ŋámbárà	ŋ ⁵/a ⁿb ⁵/a + r ¹/a	2542	5075 3601	0	
7189	Fulfulde	SHEEP	mbaalu	mbaalu	ⁿb aː l u	219	5322	5833	
7190	Jenaama	SHEEP	sɔ̀gɔ̀	sɔ̀gɔ̀	s ¹/ɔ ɡ ¹/ɔ	3267	3599	0	
7191	PergeTegu	SHEEP	pé:sú	pé:sú	p ⁵/eː s ⁵/u	1716	3602	5833	
7192	TomoKan	SHEEP	pèjí	pèjí	p ¹/e dʒ ⁵/i	1716	3602	5833	
7193	ToroTegu	SHEEP	bɛ̀lú	bɛ̀lú	b ¹/ɛ l ⁵/u	1716	3602	5833	
7194	YornoSo	SHEEP	péjú	péjú	p ⁵/e dʒ ⁵/u	1716	3602	5833	
7195	Bambara	SHEEP	sàgá	sàgá	s ¹/a ɡ ⁵/a	3267	3599	0	
7196	Soninke	SHEEP	jàxê	jàxê	dʒ ¹/a x ⁵¹/e	3269	3611	0	
7197	SonghaiSenni	SHEEP	gúmúlâ	gúmúlâ	ɡ ⁵/u m ⁵/u l ⁵¹/a	3793	3610	0	
7198	ToroSo	SHEEP	pɛ̀gɛ́	pɛ̀gɛ́	p ⁵/e ð ⁵/u	1716	3602	5833	
7199	ToroSo	SHEEP	péjù	péjù	p ⁵/e dʒ ¹/u	1716	3602	5833	
7200	BonduSo	SHEEP	pɛ̀gɛ́	pɛ̀gɛ́	p ¹/ɛ ɡ ⁵/ɛ	1716	3602	5833	
#
7201	SonghaiSenni	SHEPHERD	kùr-k-ò	kùr-k-ò	k ¹/u r + k + ¹/o	3794	5406 3634 3635	0	
7202	Bambara	SHEPHERD	sàgàgɛ̀ⁿná	sàgàgɛ̀ⁿná	s ¹/a ɡ ¹/a + ɡ ∼/ɛ n ⁵/a	3270	3613 3614	5844	
7203	Soninke	SHEPHERD	nàgàànâ	nàgàànâ	n ¹/a ɡ ¹/a: n ⁵¹/a	3272	3636	0	
7204	Fulfulde	SHEPHERD	baynoowo	baynoowo	b a j + n oː w o	220	3626 3627	0	
7205	BankanTey	SHEPHERD	bè-bèrú-m	bè-bèrú-m	b ¹/e + b ¹/e r ⁵/u + m	1721	3619 3620 3621	0	
7206	BenTey	SHEPHERD	àrsɛ̀:-bèré-m	àrsɛ̀:-bèré-m	¹/a r s ¹/ɛː + b ¹/e r ⁵/e + m	1721	3622 3619 3623	0	
7207	Bunoge	SHEPHERD	kɔ̀mbɔ́-gìrù	kɔ̀mbɔ́-gìrù	k ¹/ɔ̃ b ⁵/ɔ + ɡ ¹/i r ¹/u	1723	3625 3624	0	
7208	DogulDom	SHEPHERD	bɛ̀l-gírù	bɛ̀l-gírù	b ¹/ɛ l + ɡ ⁵/i r ¹/u	1724	3619 3624	0	
7209	BonduSo	SHEPHERD	kìrgɛ́:	kìrgɛ́:	k ¹/i r ɡ ⁵/ɛː	1722	3624	0	
7210	Nanga	SHEPHERD	jáwtì nù dìmbíyɛ̂-m	jáwtì_nù_dìmbíyɛ̂-m	dʒ ⁵/a w t ¹/i + n ¹/u + d ¹/i ⁿb ⁵/i j ¹⁵/ɛ + m	1725	3629 3630 3631 3632	0	
7211	TebulUre	SHEPHERD	bè:mé:	bè:mé:	b ¹/eː m ⁵/eː	1726	3619	0	
7212	TogoKan	SHEPHERD	àrùsɛ̀gɛ̀-gírɛ́	àrùsɛ̀gɛ̀-gírɛ́	¹/a r ¹/u s ¹/ɛ ɡ ¹/ɛ + ɡ ⁵/i r ⁵/ɛ	1720	3637 3624	5844	
7213	TommoSo	SHEPHERD	gìrù gírí-nɛ́	gìrù_gírí-nɛ́	ɡ ¹/i r ¹/u + ɡ ⁵/i r ⁵/i + n ⁵/ɛ	1724	3638 3624 3623	0	
7214	ToroTegu	SHEPHERD	bè-bé-nú	bè-bé-nú	b ¹/e + b ⁵/e + n ⁵/u	1728	3619 3641 3623	0	
7215	YandaDom	SHEPHERD	kìlɛ̀	kìlɛ̀	k ¹/i l ¹/ɛ	1722	3624	0	
7216	YornoSo	SHEPHERD	bɛ̀l-[gírɛ́-nɛ́]	bɛ̀l-gírɛ́-nɛ́	b ¹/ɛ l + ɡ ⁵/i r ⁵/ɛ + n ⁵/ɛ	1724	3619 3624 3623	0	
7217	DonnoSo	SHEPHERD	bɛ̀lù-gírì-nɛ̀	bɛ̀lù-gírì-nɛ̀	b ¹/ɛ l ¹/u + ɡ ⁵/i r ¹/i + n ¹/ɛ	1724	3619 3624 3623	0	
7218	Jamsay	SHEPHERD	bɛ̀r-jírɛ́-n,_àsɛ̀gɛ̀-dígɛ́-n,_àsɛ̀gɛ̀-jírí-n	bɛ̀r-jírɛ́-n	b ¹/ɛ r + dʒ ⁵/i r ⁵/ɛ + n	1724	3619 3624 3623	0	
7219	Mombo	SHEPHERD	bɛ̀lì gírí	bɛ̀lì_gírí	b ¹/ɛ l ¹/i + ɡ ⁵/i r ⁵/i	1724	3619 3624	0	
7220	Penange	SHEPHERD	gìrà:-gìr	gìrà:gìr	ɡ ¹/i r ¹/aː ɡ ¹/i r	1722	3633	0	
7221	TiranigeDiga	SHEPHERD	bèlgè-jírí	bèlgè-jírí	b ¹/e l ɡ ¹/e + dʒ ⁵/i r ⁵/i	1724	3619 3624	0	
7222	PergeTegu	SHEPHERD	gírí-nú	gírí-nú	ɡ ⁵/i r ⁵/i + n ⁵/u	1724	3624 3630	0	
7223	TomoKan	SHEPHERD	dà:bà-jìrɛ̀-yⁿ	dà:bà-jìrɛ̀-yⁿ	d ¹/aː b ¹/a + dʒ ¹/i r ¹/ɛ + ∼/j	1727	3639 3624 3640	0	
7224	Bangime	SHEPHERD	ŋámbá-rá-ḿ-búwɔ̀	ŋámbá-rá-ḿ-búwɔ̀	ŋ ⁵/a ⁿb ⁵/a + r ⁵/a + m + b ⁵/u w ¹/ɔ	2543	3615 3616 3617 3618	0	
7225	Jenaama	SHEPHERD	bùwɔ̀yà	bùwɔ̀yà	b ¹/u w ¹/ɔ j ¹/a	3271	3628	0	
#
7226	Jamsay	SHIT (DEFECATE)	bɛ́: bɛ̌:	bɛ́:_bɛ̌:	b ⁵/ɛː + b ¹⁵/ɛː	1732	3643 3646	0	
7227	Mombo	SHIT (DEFECATE)	sùgɔ̀ súgé	sùgɔ̀_súgé	s ¹/u ɡ ¹/ɔ + s ⁵/u ɡ ⁵/e	1731	3641 3647	0	
7228	Fulfulde	SHIT (DEFECATE)	haɲude	haɲ-ude	h a ɲ + u d e	221	3644 3645	0	
7229	Bangime	SHIT (DEFECATE)	tīndè	tīndè	t ³/i ⁿd ¹/e	2544	5076	0	
7230	BozoPondorinord	SHIT (DEFECATE)	qùllê	qùllê	q ¹/u l l ⁵¹/e	3274	3642	0	
7231	SonghaiSenni	SHIT (DEFECATE)	wá:-r-ó	wá:r-ó	w ⁵/aː r + ⁵/o	3795	5229 3648	0	
7232	ToroTegu	SHIT (DEFECATE)	bɔ̀sú	bɔ̀sú	b ¹/ɔ s ⁵/u	1732	3649	0	
7233	BenTey	SHIT (DEFECATE)	súwɔ́	súwɔ́	s ⁵/u w ⁵/ɔ	1731	3641	0	
7234	BankanTey	SHIT (DEFECATE)	sùwá	sùwá	s ¹/u w ⁵/a	1731	3641	0	
7235	Nanga	SHIT (DEFECATE)	súgɔ́	súgɔ́	s ⁵/u ɡ ⁵/ɔ	1731	3641	0	
7236	TogoKan	SHIT (DEFECATE)	bɛ̌: [for bɛ̌:-sɛ̂ⁿ see also bě: 'put']	bɛ̌:	b ¹⁵/ɛː	1732	3643	0	
7237	YornoSo	SHIT (DEFECATE)	bɔ̀jɔ́	bɔ̀jɔ́	b ¹/ɔ dʒ ⁵/ɔ	1732	3649	0	
7238	TommoSo	SHIT (DEFECATE)	bɔ̀dɔ́	bɔ̀dɔ́	b ¹/ɔ d ⁵/ɔ	1732	3649	0	
7239	DogulDom	SHIT (DEFECATE)	súgɛ̀	súgɛ̀	s ⁵/u ɡ ¹/ɛ	1731	3641	0	
7240	TebulUre	SHIT (DEFECATE)	súgɔ́ (súgɔ́-tì-)	súgɔ́	s ⁵/u ɡ ⁵/ɔ	1731	3641	0	
7241	BonduSo	SHIT (DEFECATE)	súgɛ́	súgɛ́	s ⁵/u ɡ ⁵/ɛ	1731	3641	0	
7242	DonnoSo	SHIT (DEFECATE)	bèdé	bèdé	b ¹/e d ⁵/e	1732	3643	0	
7243	TomoKan	SHIT (DEFECATE)	dùrì	dùrì	d ¹/u r ¹/i	1729	3650	0	
7244	Penange	SHIT (DEFECATE)	súgɛ́	súgɛ́	s ⁵/u ɡ ⁵/ɛ	1731	3641	0	
7245	PergeTegu	SHIT (DEFECATE)	bɛ̌:	bɛ̌:	b ¹⁵/ɛː	1732	3643	0	
7246	TiranigeDiga	SHIT (DEFECATE)	súgɔ́	súgɔ́	s ⁵/u ɡ ⁵/ɔ	1731	3641	0	
7247	YandaDom	SHIT (DEFECATE)	súwɔ́	súwɔ́	s ⁵/u w ⁵/ɔ	1731	3641	0	
7248	SonghaiSenni	SHIT (DEFECATE)	wá:	wá:	w ⁵/aː	3795	5229	0	
7249	Bambara	SHIT (DEFECATE)	tɔ́ⁿtɔ́ⁿ	tɔ́ⁿtɔ́ⁿ	t ⁵/ɔ̃ t ⁵/ɔ̃	3273	5228	0	
#
7250	SonghaiSenni	SHOE	[tà:m-ù]	tà:m-ù	t ¹/aː m + ¹/u	3796	5232 3658	5886	
7251	Bambara	SHOE	sàbàrá	sàbàrá	s ¹/a b ¹/a r ⁵/a	3275	5230	0	
7252	Soninke	SHOE	tòhû	tòhû	t ¹/o h ⁵¹/u	3277	5231	5886	
7253	ToroTegu	SHOE	tàgú	tàgú	t ¹/a ɡ ⁵/u	1734	3652	5886	
7254	BenTey	SHOE	tǎ:	tǎ:	t ¹⁵/aː	1734	3652	5886	
7255	Nanga	SHOE	tàgá	tàgá	t ¹/a ɡ ⁵/a	1734	3652	5886	
7256	DogulDom	SHOE	tàgú-ŋ́ (pl tàgú yà:)	tàgú-ŋ́	t ¹/a ɡ ⁵/u + ŋ	1734	3652 3653	5886	
7257	TebulUre	SHOE	táy	táy	t ⁵/a j	1734	3652	5886	
7258	YandaDom	SHOE	tàjù	tàjù	t ¹/a dʒ ¹/u	1734	3652	5886	
7259	BonduSo	SHOE	tàgî:	tàgî:	t ¹/a ɡ ⁵¹/iː	1734	3652	5886	
7260	Bunoge	SHOE	tà:gè	tà:gè	t ¹/aː ɡ ¹/e	1734	3652	5886	
7261	TiranigeDiga	SHOE	tà:ŋgè (Boui), tándíyé (Ningo)	tà:ŋgè	t ¹/aː ⁿɡ ¹/e	1734	3652	5886	
7262	Mombo	SHOE	tágyê:	tágyê:	t ⁵/a ɡ + j ⁵¹/eː	1734	3652 3656	5886	
7263	Penange	SHOE	tájjé	tájjé	t ⁵/a dʒ + dʒ ⁵/e	1735	3652 3657	0	
7264	BankanTey	SHOE	tǎ:	tǎ:	t ¹⁵/aː	1734	3652	5886	
7265	PergeTegu	SHOE	tàgú	tàgú	t ¹/a ɡ ⁵/u	1734	3652	5886	
7266	TogoKan	SHOE	tàgá	tàgá	t ¹/a ɡ ⁵/a	1734	3652	5886	
7267	TommoSo	SHOE	tàgá	tàgá	t ¹/a ɡ ⁵/a	1734	3652	5886	
7268	TomoKan	SHOE	tàʔà	tàʔà	t ¹/a ʔ ¹/a	1734	3652	5886	
7269	YornoSo	SHOE	tàgú	tàgú	t ¹/a ɡ ⁵/u	1734	3652	5886	
7270	Bangime	SHOE	kɔ̀kɛ̀	kɔ̀kɛ̀	k ¹/ɔ k ¹/ɛ	2545	3651	0	
7271	Fulfulde	SHOE	iibina	iibina	iː b i n a	222	3654	0	
7272	Jenaama	SHOE	kābōⁿ	kābōⁿ	k ³/a b ³/õ	3276	3655	0	
7273	Jamsay	SHOE	tàgú	tàgú	t ¹/a ɡ ⁵/u	1734	3652	5886	
7274	ToroSo	SHOE	tàgá	tàgá	t ¹/a ɡ ⁵/a	1734	3652	5886	
7275	ToroSo	SHOE	táɡù	táɡù	t ⁵/a ɡ ¹/u	1734	3652	5886	
7276	BonduSo	SHOE	tàgú	tàgú	t ¹/a ɡ ⁵/u	1734	3652	5886	
#
7277	ToroTegu	SHORT	tùkěy	tùkěy	t ¹/u k ¹⁵/e + j	1738	3662 3671	5897	
7278	BenTey	SHORT	gɔ᷈:w	gɔ᷈:w	ɡ ɔː w	1739	3663	0	
7279	BankanTey	SHORT	gɔ᷈:	gɔ᷈:	ɡ ɔː	1739	3663	0	
7280	Nanga	SHORT	déŋî	déŋî	d ⁵/e ŋ ⁵¹/i	1740	3659	0	
7281	PergeTegu	SHORT	gɔ̌yⁿ	gɔ̌yⁿ	ɡ ¹⁵/ɔ + ∼/j	1739	3663 3671	0	
7282	YornoSo	SHORT	dùmì-ýⁿ	dùmì-ýⁿ	d ¹/u m ¹/i + ∼/j̃	1737	3667 3671	5896	
7283	DogulDom	SHORT	dènnó	dènnó	d ¹/e n n ⁵/o	1740	3659	0	
7284	YandaDom	SHORT	dùmbù, dènù	dùmbù	d ¹/u ⁿb ¹/u	1737	3667	5896	
7285	BonduSo	SHORT	dèndú:	dèndú:	d ¹/e ⁿd ⁵/uː	1737	3664	5896	
7286	Ampari	SHORT	dèyⁿ (dèyⁿ gé)	dèyⁿ	d ¹/e + ∼/j	1736	3659 3660	0	
7287	Bunoge	SHORT	tùmbù	tùmbù	t ¹/u ⁿb ¹/u	1737	3667	5896	
7288	TiranigeDiga	SHORT	déŋí-wè (Boui), déŋí (Ningo), déŋí-bè (Ningo)	déŋí-wè	d ⁵/e ŋ ⁵/i + w ¹/e	1740	3659 3675	0	
7289	Mombo	SHORT	dúŋgúrù	dúŋgúrù	d ⁵/u ⁿɡ ⁵/u r ¹/u	1738	3665	5897	
7290	Penange	SHORT	dùŋgùrí-yè	dùŋgùrí-yè	d ¹/u ⁿɡ ¹/u r ⁵/i + j ¹/e	1738	3665 3674	5897	
7291	Fulfulde	SHORT	raɓɓiɗidde	raɓɓi-ɗi-dde	r a ɓ ɓ i + ɗ i + d d e	224	3668 3669 3670	0	
7292	Jenaama	SHORT	tūɥ̄-gù (2)	tūɥ̄-gù	t ³/u ɥ + ɡ ¹/u	3280	3672 3673	0	
7293	TogoKan	SHORT	dègé	dègé	d ¹/e ɡ ⁵/e	1738	3662	5897	
7294	TommoSo	SHORT	dùmbú	dùmbú	d ¹/u ⁿb ⁵/u	1737	3667	5896	
7295	Jamsay	SHORT	gɔ̌yⁿ	gɔ̌yⁿ	ɡ ¹⁵/ɔ + ∼/j	1739	3663 3671	0	
7296	BozoKorondougounord	SHORT	kùrúⁿ	kùrúⁿ	k ¹/u r ⁵/ũ	3279	3665	0	
7297	Bangime	SHORT	dúɡɛ́	dúɡɛ́	d ⁵/u ɡ ⁵/ɛ	2546	5077	5897	
7298	SonghaiSenni	SHORT	dúŋgúríyá	dúŋgúríyá	d ⁵/u ⁿɡ ⁵/u r ⁵/i + j ⁵/a	3797	5407 4849	5897	
7299	BozoKorondougousud	SHORT	dèppê	dèppê	d ¹/e p p ⁵¹/e	3278	3666	5896	
7300	Bambara	SHORT	dèhá	dèhá	d ¹/e h ⁵/a	3278	3661	5896	
7301	TebulUre	SHORT	gɔ̀ɛ̌:	gɔ̀ɛ̌:	ɡ ¹/ɔ ¹⁵/ɛː	1739	3663	0	
7302	ToroSo	SHORT	dèndúː	dùmí	d ¹/u m ⁵/i	1737	3667	5896	
7303	BonduSo	SHORT	dèndúː	dèndúː	d ¹/e ⁿd ⁵/uː	1737	3664	5896	
#
7304	SonghaiSenni	SHOW	bánj-éyndí	bánj-éyndí	b ⁵/a ⁿdʒ + ⁵/e j ⁿd ⁵/i	3798	3687 3688	0	
7305	Bambara	SHOW	yɛ̀lɛ́ⁿ	yɛ̀lɛ́ⁿ	j ¹/ɛ l ⁵/ɛ	3281	3676	0	
7306	Bangime	SHOW	tɛ̄rɛ̀	tɛ̄rɛ̀	t ³/ɛ r ¹/ɛ	2547	340	5938	
7307	Fulfulde	SHOW	hollude	holl-ude	h o l l + u d e	225	3683 3684	0	
7308	Jenaama	SHOW	à-wājī	à-wājī	¹/a + w ³/a dʒ ³/i	3283	3685 3686	0	
7309	BozoDebo	SHOW	wasi	wasi	w a s i	3283	3679	0	
7310	BozoHainyaxo	SHOW	hayaⁿnaⁿ	hayaⁿnaⁿ	h a j ã n ã	3284	3680	0	
7311	BozoKorondougounord	SHOW	wasi	wasi	w a s i	3283	3679	0	
7312	BozoKorondougousud	SHOW	wosi	wosi	w o s i	3283	3679	0	
7313	BozoKotya	SHOW	gwasi	gwasi	ɡ w a s i	3283	3679	0	
7314	BozoPondorinord	SHOW	gosi	gosi	ɡ o s i	3282	3679	0	
7315	BozoPondorisud	SHOW	gasi	gasi	ɡ a s i	3282	3679	0	
7316	BozoTieyaxo	SHOW	xai	xai	x a i	3285	3681	0	
7317	BozoTiemaCewe	SHOW	kaji	kaji	k a dʒ i	3282	3679	0	
7318	Soninke	SHOW	kòyí	kòyí	k ¹/o j ⁵/i	3282	3679	0	
7319	ToroTegu	SHOW	tótú	tótú	t ⁵/o t ⁵/u	1742	3677	5938	
7320	BenTey	SHOW	cɛ́:rí	cɛ́:rí	tʃ ⁵/ɛː r ⁵/i	1742	3677	5938	
7321	BankanTey	SHOW	kɛ́rí	kɛ́rí	k ⁵/ɛ r ⁵/i	1741	3678	0	
7322	Nanga	SHOW	kɛ́:rí	kɛ́:rí	k ⁵/ɛː r ⁵/i	1741	3678	0	
7323	PergeTegu	SHOW	tó:ró	tó:ró	t ⁵/oː r ⁵/o	1742	3677	5938	
7324	Gourou	SHOW	té:ré	té:ré	t ⁵/eː r ⁵/e	1742	3677	5938	
7325	TogoKan	SHOW	tó:rù	tó:rù	t ⁵/oː r ¹/u	1742	3677	5938	
7326	YornoSo	SHOW	tá:rá	tá:rá	t ⁵/aː r ⁵/a	1742	3677	5938	
7327	TommoSo	SHOW	táárá	táárá	t ⁵/aː r ⁵/a	1742	3677	5938	
7328	TebulUre	SHOW	tágá (tágá-tì-), tá:rí (tá:rí-tì-)	tágá	t ⁵/a ɡ ⁵/a	1742	3677	5938	
7329	YandaDom	SHOW	dámdɛ́	dámdɛ́	d ⁵/a ⁿd ⁵/ɛ	1742	3677	5938	
7330	BonduSo	SHOW	tɛ́:rɛ́	tɛ́:rɛ́	t ⁵/ɛː r ⁵/ɛ	1742	3677	5938	
7331	Bunoge	SHOW	tégó-mì	tégó-mì	t ⁵/e ɡ ⁵/o + m ¹/i	1742	3677 3682	5938	
7332	DonnoSo	SHOW	tágà	tágà	t ⁵/a ɡ ¹/a	1742	3677	5938	
7333	TiranigeDiga	SHOW	tá:ró	tá:ró	t ⁵/aː r ⁵/o	1742	3677	5938	
7334	Mombo	SHOW	tá:rè, mályámì	tá:rè	t ⁵/aː r ¹/e	1742	3677	5938	
7335	Penange	SHOW	tá:rè	tá:rè	t ⁵/aː r ¹/e	1742	3677	5938	
7336	Bambara	SHOW	jìrá	jìrá	dʒ ¹/i r ⁵/a	3286	5233	5938	
7337	ToroSo	SHOW	taɡara	taɡara	t a ɡ a + r a	1742	3677 3689	5938	
7338	BonduSo	SHOW	tɛ̀ɛ̀rɛ̀	tɛ̀ɛ̀rɛ̀	t ¹/ɛː r ¹/ɛ	1742	3677	5938	
#
7339	Bangime	SICKLE OR SCYTHE	kúwⁿɔ́	kúwⁿɔ́	k ⁵/u ∼/w̃ ⁵/ɔ	2548	5078	5943	
7340	Fulfulde	SICKLE OR SCYTHE	wawdu	wawdu	w a w d u	226	3695	0	
7341	Bambara	SICKLE OR SCYTHE	wɔ̀lɔ̀sɔ́	wɔ̀lɔ̀sɔ́	w ¹/ɔ l ¹/ɔ s ⁵/ɔ	3287	5234	5939	
7342	Soninke	SICKLE OR SCYTHE	qédò	qédò	q ⁵/e d ¹/o	3288	3691	5943	
7343	ToroTegu	SICKLE OR SCYTHE	kɔ̀rɔ̀ŋgǎyⁿ	kɔ̀rɔ̀ŋgǎyⁿ	k ¹/ɔ r ∼¹/ɔ ɡ ¹⁵/a + ∼/j	1747	3690 3696	0	
7344	BenTey	SICKLE OR SCYTHE	kɔ̀rɔ̀-go᷈y	kɔ̀rɔ̀-go᷈y	k ¹/ɔ r ¹/ɔ + ɡ ¹⁵¹/o + j	1744	3690 3692 3693	0	
7345	BankanTey	SICKLE OR SCYTHE	wɔ̀rsɔ́	wɔ̀rsɔ́	w ¹/ɔ r s ⁵/ɔ	1743	3690	5939	
